tag #,monitoring date,broodstock,set date,distribution date,total # of live oysters,total # of live oysters greater than or equal to 15mm:,clump (if any noted),Total LIVE oysters LESS than 15 mm,Total DEAD oysters LESS than 15 mm,average of shell heights for each monitoring,shell_height_mm,Live / Dead,Organization,Location,Name of Person(s) Collecting Data:,Notes,,,,,,,,,,,,,,,,,,,
N/A,8/14/2016,MB,7/15/2015,,,,9,,,,34,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,20,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,47,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,28,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,29,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,41,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,19,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,29,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,22,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,1,,,,32,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,2,,,,36,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,2,,,,45,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,2,,,,40,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,2,,,,40,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,2,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,2,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,3,,,,35,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,3,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,3,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,3,,,,35,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,4,,,,36,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,4,,,,41,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,4,,,,50,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,4,,,,32,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,37,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,25,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,39,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,50,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,44,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,40,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,26,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,39,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,5,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,41,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,22,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,25,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,46,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,43,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,41,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,48,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,38,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,32,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,37,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,28,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,43,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,38,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,6,,,,45,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,26,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,22,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,22,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,37,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,7,,,,38,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,37,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,24,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,38,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,23,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,39,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,22,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,8,,,,46,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,20,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,47,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,28,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,29,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,41,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,19,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,29,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,22,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,9,,,,32,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,40,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,38,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,42,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,24,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,45,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,32,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,34,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,37,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,47,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,33,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,42,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,39,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/18/2016,MB,7/15/2015,,,,10,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,1,,,,17,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,1,,,,18,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,1,,,,19,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,2,,,,36,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,2,,,,43,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,2,,,,25,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,2,,,,11,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,3,,,,28,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,4,,,,35,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,4,,,,26,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,4,,,,32,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,4,,,,21,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,4,,,,33,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,5,,,,21,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,5,,,,13,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,5,,,,23,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,5,,,,3,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,5,,,,9,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,5,,,,22,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,6,,,,2,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,6,,,,21,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,6,,,,22,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,6,,,,18,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,7,,,,29,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,7,,,,24,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,8/28/2016,MB,7/15/2015,,,,8,,,,19,N/A,Hastings High School - Science Barge ,"Groundwork Hudson Valley Science Barge, Yonkers, Hudson River",,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,1,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,1,,,,29,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,1,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,1,,,,24,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,2,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,2,,,,37,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,3,,,,43,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,4,,,,24,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,4,,,,41,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,5,,,,19,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,5,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,5,,,,42,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,5,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,5,,,,28,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,6,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,6,,,,14,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,6,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,7,,,,35,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,7,,,,34,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,8,,,,34,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,9,,,,36,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,9,,,,19,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/2/2016,MB,7/15/2015,,,,9,,,,36,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,9/10/2016,MB,7/15/2015,,,,1,,,,40,N/A,Lauren LeClaire - Community Scientist,"Pier 5, Brooklyn Bridge Park, East River",,,,,,,,,,,,,,,,,,,,,
N/A,9/10/2016,MB,7/15/2015,,,,2,,,,45,N/A,Lauren LeClaire - Community Scientist,"Pier 5, Brooklyn Bridge Park, East River",,,,,,,,,,,,,,,,,,,,,
N/A,9/10/2016,MB,7/15/2015,,,,2,,,,45,N/A,Lauren LeClaire - Community Scientist,"Pier 5, Brooklyn Bridge Park, East River",,,,,,,,,,,,,,,,,,,,,
N/A,9/10/2016,MB,7/15/2015,,,,3,,,,45,N/A,Lauren LeClaire - Community Scientist,"Pier 5, Brooklyn Bridge Park, East River",,,,,,,,,,,,,,,,,,,,,
N/A,9/10/2016,MB,7/15/2015,,,,3,,,,35,N/A,Lauren LeClaire - Community Scientist,"Pier 5, Brooklyn Bridge Park, East River",,,,,,,,,,,,,,,,,,,,,
N/A,9/10/2016,MB,7/15/2015,,,,3,,,,35,N/A,Lauren LeClaire - Community Scientist,"Pier 5, Brooklyn Bridge Park, East River",,,,,,,,,,,,,,,,,,,,,
